DISBURSED_AMOUNT,LTV,STATE_ID,PERFORM_CNS_SCORE,CREDIT_HISTORY_LENGTH
37439,58.75,1,0,0
56470,85.0,4,0,0
51003,73.39,9,737,12
57759,61.15,13,0,0
57809,79.77,14,832,15
45008,85.0,4,0,0
60547,83.31,4,300,37
46849,79.97,1,0,0
44700,85.0,6,0,0
60947,89.66,3,0,0
54659,80.42,6,738,4
61647,66.85,13,825,18
42394,62.7,3,0,0
53629,89.96,6,15,1
57509,83.93,4,0,0
55959,64.77,4,0,0
70217,78.42,13,0,0
40408,72.09,5,0,0
46845,47.06,13,738,7
60013,86.54,8,624,28
51803,77.58,4,0,0
62213,85.91,2,728,83
79790,51.6,3,15,0
60947,80.26,3,0,0
76979,75.34,6,16,12
78051,89.39,5,0,0
67702,79.96,4,483,116
40794,66.01,6,709,12
43394,69.63,14,18,38
55413,52.21,13,0,0
39641,52.74,10,0,0
46869,61.27,3,0,0
61353,69.01,13,0,31
45000,79.8,2,0,0
96399,84.15,4,690,12
36389,55.49,4,0,0
39394,62.84,11,830,32
45143,54.01,8,820,17
41994,61.05,13,0,0
50803,80.02,4,832,5
70123,84.52,4,0,0
82686,84.76,3,738,3
59347,78.11,6,17,1
46349,63.94,17,825,15
43994,56.09,9,662,33
52303,74.67,6,0,0
48478,74.87,3,16,52
64737,89.31,4,17,2
63263,87.21,9,718,40
43344,64.29,3,0,0
55413,77.64,4,435,22
31484,69.08,10,749,20
52303,71.9,3,825,14
55759,81.94,8,0,0
66469,84.9,8,587,35
61663,59.79,9,825,10
52803,85.35,6,0,0
47349,88.3,3,15,1
48749,87.87,6,0,0
54513,88.69,8,456,40
53303,79.78,6,0,0
79686,70.69,4,575,43
29484,41.34,3,0,0
52803,82.66,6,737,12
71794,69.45,3,0,0
58707,65.76,3,380,8
47749,72.89,6,689,34
98490,61.77,5,0,0
59319,85.0,6,0,0
54303,73.34,14,431,67
60500,74.66,4,0,0
90608,58.42,13,764,42
71817,67.24,7,699,25
59947,85.92,3,15,1
32284,55.43,6,708,40
56759,79.18,6,0,0
58225,85.0,1,623,34
50700,73.9,8,666,47
64432,77.08,4,0,0
51613,79.57,4,0,0
60447,88.11,8,0,0
61489,79.99,4,0,0
52803,80.82,4,783,25
63300,79.94,4,0,0
55259,84.33,11,0,0
51303,68.49,3,680,18
57813,89.41,13,0,0
60895,85.0,8,0,0
64400,89.86,9,561,36
55399,85.0,9,17,0
83686,74.59,8,825,6
56759,78.44,14,0,0
51578,81.82,6,0,0
44849,68.4,4,670,98
28529,42.99,16,726,14
47349,80.33,6,695,15
57659,79.99,6,0,6
67512,82.01,4,0,0
40994,61.82,4,825,7
48349,75.19,1,825,6
53303,73.52,3,763,19
50203,67.55,4,0,0
84785,68.97,18,538,7
49582,78.98,6,754,112
59713,79.99,15,0,133
53803,80.34,3,0,0
31454,45.34,13,0,0
48349,45.38,3,0,0
40894,74.37,18,417,28
47349,67.7,3,0,0
35439,54.34,3,763,10
55293,88.97,6,832,35
49903,75.76,6,16,21
62508,85.0,8,300,48
51203,67.02,12,0,0
43794,73.46,6,0,0
56013,83.76,17,609,95
94199,71.63,11,738,3
56259,73.32,3,0,0
83308,74.76,4,0,0
46645,65.32,4,300,18
50057,79.79,4,300,132
55220,85.0,3,572,44
47445,65.56,3,825,19
48349,64.51,3,0,0
39510,68.77,12,0,0
39025,66.19,6,300,65
44849,74.09,5,306,48
85154,65.7,18,0,0
38439,56.28,17,589,164
40394,61.85,3,0,0
90555,74.11,3,0,0
55600,89.02,18,738,6
47849,76.79,15,783,121
50903,67.37,3,0,0
49303,77.27,1,553,25
47349,64.52,14,818,12
40534,81.8,16,836,24
96301,59.59,5,0,0
64382,64.19,3,738,20
64869,89.88,2,692,103
97990,83.26,4,0,0
57548,81.36,10,0,0
50328,76.18,6,0,0
55513,57.3,13,825,12
50803,71.89,3,527,67
48249,71.4,3,0,0
67815,74.41,3,0,0
13990,30.17,15,825,6
57759,89.41,6,0,0
73023,74.21,4,689,35
54000,78.78,14,0,0
46349,58.0,3,0,0
72623,48.55,4,540,31
36500,67.19,11,738,7
45749,81.38,6,15,1
55259,78.61,8,710,12
57259,79.92,14,0,0
49903,71.7,18,300,39
59159,84.86,4,0,0
52303,71.39,3,738,10
71267,73.86,13,0,0
63800,68.38,4,738,6
58713,88.44,16,593,16
32784,79.13,2,18,25
60713,75.41,8,17,2
52503,82.19,3,0,0
42945,68.92,4,782,59
62947,66.37,12,0,0
45349,69.32,3,15,1
62447,89.58,4,825,20
28529,63.71,5,0,0
44589,75.73,6,0,0
52954,71.55,12,839,60
66169,77.01,4,599,5
63213,84.03,17,561,165
47349,84.39,1,825,7
41894,65.94,6,0,0
61713,78.32,7,0,0
42394,70.28,8,0,0
81686,77.65,3,0,0
62413,76.82,3,763,7
42394,40.51,12,0,0
49235,77.11,13,738,5
45849,66.38,7,482,42
55949,88.43,9,708,12
67882,70.25,3,580,19
29284,54.89,6,0,0
64669,89.92,6,708,10
72923,71.31,3,0,0
30984,73.87,18,300,21
87645,81.0,3,761,34
52804,85.33,11,0,0
46800,75.12,11,638,147
49078,72.56,3,825,20
32684,70.29,4,300,44
56009,83.85,14,0,0
63542,72.36,7,0,0
40794,60.0,6,0,0
40104,62.85,1,508,67
65744,90.0,4,300,4
57259,89.38,4,738,3
64436,75.0,4,597,19
32931,40.07,3,0,0
24472,46.83,8,300,172
27250,38.93,3,0,0
50303,81.35,6,615,22
62947,79.49,15,738,22
44949,80.77,6,0,0
50703,76.2,6,0,0
70023,76.69,9,0,0
69123,74.95,3,0,0
76256,84.03,5,709,10
49803,69.79,8,471,36
39894,62.97,13,706,14
77986,69.67,3,0,0
53428,79.14,2,0,0
51078,77.5,8,300,36
32034,73.55,8,694,29
61930,68.63,12,0,0
64529,73.53,9,0,0
58263,87.45,4,673,20
55259,69.07,13,0,0
63682,89.59,3,825,7
52703,78.26,6,0,0
47849,70.87,5,763,7
35158,79.56,4,0,0
36739,52.27,2,726,92
54509,79.24,9,0,0
72817,87.68,4,0,0
53303,87.81,18,0,0
61647,68.7,3,0,0
40104,73.02,1,300,159
63863,83.3,14,640,25
54513,85.92,13,0,0
48749,74.33,6,0,8
43263,64.54,4,758,48
64882,78.82,4,0,0
72817,88.79,3,0,0
54177,79.77,13,0,0
57259,79.89,3,0,0
50458,76.05,7,0,0
55259,84.73,6,0,0
49803,88.54,11,731,17
51503,85.0,11,630,34
55513,89.56,18,763,6
30984,41.17,3,0,0
58227,89.85,15,0,0
64149,83.83,3,0,0
57259,85.29,4,0,0
58247,89.84,4,0,0
67682,89.35,4,832,3
43272,74.86,4,300,58
42222,63.86,3,0,0
68782,72.23,14,300,37
47145,50.52,3,832,6
52331,80.04,4,738,22
51578,84.75,6,16,12
41034,66.7,16,671,158
50278,66.53,13,0,0
51303,79.81,1,416,30
66669,83.33,4,0,0
39894,71.5,1,819,85
69169,80.78,6,0,0
109692,83.54,11,674,33
51303,77.02,15,647,38
59447,79.56,4,670,39
82386,70.26,4,0,0
69169,77.09,8,456,38
39275,60.34,5,763,15
55913,84.48,6,0,0
55013,89.91,6,442,30
54259,79.86,8,825,25
44394,68.33,6,738,4
56860,78.8,8,573,13
54309,79.64,17,0,0
58000,82.17,14,0,0
38775,77.07,16,0,0
50598,88.66,6,0,0
40394,74.77,1,717,23
34439,50.72,5,653,18
53203,88.66,6,0,0
66419,84.94,9,825,10
71623,74.99,4,0,0
58199,85.0,9,0,0
48743,77.21,16,597,33
49803,88.46,4,300,29
59013,79.18,13,0,0
59947,80.61,3,0,0
55489,84.28,1,615,7
55545,76.0,13,567,32
53303,78.19,6,710,10
47849,72.08,13,0,0
43945,65.42,3,0,0
60747,80.87,14,0,0
54259,76.76,7,0,0
53303,79.96,6,407,39
63213,72.44,3,0,0
64082,84.89,19,740,11
55059,54.2,17,738,4
63882,88.81,3,0,0
48145,82.06,1,825,10
57572,83.04,13,630,36
58227,84.56,5,679,38
47145,61.7,3,0,0
62213,70.46,3,0,0
55513,59.74,3,0,0
34439,48.64,3,0,0
27981,48.59,15,0,0
58707,81.29,13,17,3
36889,60.79,1,485,53
40894,67.65,3,0,0
51378,78.84,7,525,15
55259,82.03,14,691,23
67561,80.0,4,0,0
46349,63.38,3,0,0
69169,73.69,4,15,0
41710,70.47,4,14,28
34809,54.05,7,682,58
56330,78.47,13,0,0
51303,76.56,8,300,96
68867,84.59,4,0,0
43495,71.94,4,0,0
19981,32.47,3,0,0
50018,66.45,3,0,0
48903,59.45,14,0,0
49503,68.65,12,0,0
61347,89.87,4,528,56
49349,73.86,5,300,78
47349,61.87,3,0,0
44022,68.76,9,825,20
49013,75.0,4,754,21
55859,74.59,4,0,0
37939,56.1,3,0,0
34219,79.58,6,423,80
50803,76.87,4,763,8
69169,69.87,3,0,0
40604,84.97,1,738,6
43649,68.75,6,728,49
57659,76.93,18,0,0
51303,83.0,8,300,26
50303,72.42,17,746,56
42694,63.67,4,682,24
63447,86.8,8,818,29
56079,82.81,4,738,8
51778,75.96,6,413,37
52203,77.26,17,0,0
69183,74.32,9,581,27
64969,88.98,11,565,56
38439,52.87,12,0,0
60847,79.14,3,642,45
52078,74.41,6,18,24
53303,80.13,6,709,49
52478,82.05,6,0,0
44849,57.52,3,0,0
53646,84.03,4,558,23
98699,75.18,11,763,28
62713,81.74,7,0,0
68369,66.36,1,790,23
59747,71.01,19,836,38
60247,88.93,13,0,0
58259,74.33,3,0,0
61713,87.46,9,0,0
56513,81.63,9,0,0
37043,24.99,4,0,0
68569,63.95,17,0,0
68017,84.86,4,737,8
63542,79.69,7,0,0
61713,83.85,8,753,3
54259,73.24,3,0,0
41959,66.5,18,0,0
35139,78.9,8,17,46
67669,88.7,11,0,0
33939,49.65,6,0,0
60647,84.93,4,0,0
44749,69.41,6,653,21
50625,80.32,8,0,0
67882,77.88,3,708,50
58259,85.85,14,18,2
60947,81.64,3,0,0
49078,78.05,18,0,0
51978,79.79,6,0,0
63947,89.66,4,300,132
51303,78.45,6,509,34
52078,56.96,3,0,0
55702,71.91,13,0,0
51394,85.0,6,738,4
50743,78.86,7,0,0
61213,84.99,6,300,114
66519,92.79,8,0,0
46849,72.69,7,737,21
48349,66.79,3,761,117
55259,84.71,1,0,0
57013,79.68,14,0,0
41394,62.34,6,763,36
69169,69.99,1,0,0
53713,89.96,6,0,0
54303,89.43,8,688,24
41519,69.23,7,0,0
62163,84.6,4,625,29
60947,87.97,4,0,0
60647,84.78,6,0,0
56669,79.82,3,0,0
41074,61.72,10,760,13
54659,79.82,6,677,56
40944,66.42,9,607,33
59913,78.12,9,774,34
32341,79.03,4,300,30
44645,61.14,4,0,0
47849,75.75,6,0,0
77279,81.93,5,511,43
101811,84.22,9,659,30
60213,81.33,4,738,11
61948,86.31,3,0,0
52303,79.1,4,0,0
51303,68.64,3,0,0
54433,82.79,4,0,0
80533,74.88,4,0,0
49349,77.17,6,0,0
42233,71.0,4,692,18
78151,74.79,15,0,0
40094,88.27,11,0,0
59347,89.65,4,825,25
62447,87.7,8,631,11
42994,62.47,10,0,0
60947,81.3,14,0,0
85989,79.62,8,0,0
31484,73.26,3,597,25
63947,73.57,3,737,9
45849,47.26,12,0,0
48349,80.76,7,0,0
60834,79.53,4,0,0
31484,48.12,18,776,67
57059,64.96,13,0,0
66169,84.48,2,0,0
50403,86.12,6,427,63
60213,83.91,9,644,47
48349,77.14,6,0,0
55413,71.84,13,621,58
59447,88.54,5,630,25
37639,61.17,9,575,122
35439,49.66,4,815,43
72817,76.04,18,0,0
70817,70.77,3,0,0
55259,69.83,14,0,0
60250,81.53,8,300,137
56013,79.28,3,0,0
76751,73.12,13,17,11
62613,86.63,6,825,7
55300,76.41,4,0,0
52003,78.23,15,0,0
62213,88.89,4,738,8
52303,80.8,4,708,11
59213,87.77,6,0,0
120298,75.05,18,642,21
72423,73.94,8,0,0
57359,81.62,14,615,21
46349,44.92,3,738,13
52078,64.51,3,0,0
54511,75.76,13,0,0
53359,83.35,6,0,0
55659,83.85,17,743,36
44645,57.54,3,692,37
72523,72.24,6,15,0
56959,87.51,14,0,0
61486,65.72,13,0,0
51703,76.33,16,0,0
32484,45.59,13,0,0
62113,71.67,4,738,6
50018,80.65,10,0,0
63512,82.94,13,0,0
44909,81.87,1,0,0
58973,69.07,16,691,38
54609,74.15,8,0,0
59250,79.02,9,755,68
46849,73.39,16,0,0
43394,65.87,6,628,76
52103,77.68,17,0,0
47804,62.66,4,0,0
68817,83.92,4,0,0
68382,88.72,4,707,12
29994,46.32,9,653,24
45949,75.03,6,300,141
40394,67.19,3,0,0
95391,61.03,13,0,0
48749,75.55,6,0,0
59207,70.32,12,0,0
52153,71.81,13,738,23
47849,67.38,15,0,0
59213,62.7,3,0,0
49803,83.12,1,824,22
36459,53.74,7,825,12
55259,65.94,8,737,15
49803,74.65,6,807,19
43394,74.2,15,836,24
53400,75.05,2,0,0
58013,61.58,12,0,0
55759,77.86,5,0,0
49349,67.33,16,0,0
41519,68.36,15,562,38
58013,87.08,5,18,0
36639,67.71,4,640,33
71217,68.09,13,0,0
73059,68.96,7,0,0
38939,69.32,3,0,0
55259,78.75,14,0,0
55080,69.45,13,0,0
62347,67.79,13,0,0
44002,62.98,4,0,0
72611,44.71,2,624,50
39394,62.72,6,0,0
44300,63.23,10,598,41
57759,84.43,11,0,0
46749,65.5,6,0,0
70782,79.96,8,0,0
67082,56.73,12,0,0
56273,84.81,4,0,0
50409,79.97,1,762,29
46349,74.77,7,0,0
45349,73.66,5,0,0
60947,80.48,3,0,0
71817,74.7,7,605,4
49742,57.66,13,0,0
71817,71.69,4,678,14
62047,89.83,6,513,6
58459,89.91,6,758,26
82033,74.91,5,0,0
46369,78.67,13,0,0
62721,82.69,9,420,117
43210,73.39,5,442,51
57013,85.54,14,0,136
57671,85.0,9,0,0
68169,80.16,5,0,0
59447,89.44,4,0,0
71123,82.76,4,670,53
49448,79.9,7,0,0
50103,65.89,3,0,0
41702,74.98,4,0,0
54013,74.22,3,0,7
61090,87.74,4,0,0
43929,73.51,1,611,114
49871,68.35,2,0,0
52303,58.76,12,300,96
56659,89.91,6,0,0
41344,67.13,14,0,0
44849,44.61,16,15,1
46488,75.88,9,830,25
51600,79.75,9,836,25
48349,79.56,1,588,12
45049,74.31,9,0,0
53559,81.02,6,681,46
56059,80.36,14,0,0
44799,73.71,11,0,0
55259,76.79,8,652,13
81616,75.73,5,300,39
65482,84.84,4,484,81
51763,79.72,18,0,0
54509,82.84,8,753,35
55491,65.8,13,0,0
54259,79.83,4,0,0
54363,73.97,4,0,0
70301,74.17,9,0,0
53872,84.47,1,0,0
72123,67.38,18,0,0
38439,61.32,17,825,14
58259,76.57,7,300,130
49260,86.44,18,783,21
60147,90.0,4,0,0
72123,71.15,5,0,0
68669,72.88,1,300,180
56869,74.26,12,819,45
72323,74.96,14,0,0
63213,83.47,13,819,59
56559,69.89,4,0,0
70168,66.89,13,0,0
44210,74.45,3,0,0
53078,66.9,3,0,0
49349,82.33,6,0,0
55459,89.31,6,749,38
32434,51.92,1,0,0
33984,73.51,14,0,0
65669,83.53,14,0,0
82010,74.55,3,0,0
51703,77.16,6,0,0
57313,75.47,3,0,0
42986,59.38,13,653,70
52000,75.83,4,0,0
48099,74.85,18,783,17
46649,50.13,6,0,0
47349,69.94,9,0,0
58259,88.0,6,707,18
39894,65.56,6,708,27
65992,79.12,4,0,0
51578,73.95,3,738,10
71267,90.0,4,738,28
52333,69.74,3,0,0
66882,69.9,3,691,25
56413,80.97,4,738,6
57513,87.07,4,0,0
57138,88.61,6,18,25
60447,88.65,3,708,11
51303,81.62,6,681,43
68169,84.96,3,0,0
45379,67.54,9,0,0
56759,89.98,4,691,23
58013,84.24,6,708,40
47349,72.89,9,0,0
50503,84.55,6,825,6
48349,81.87,1,15,0
66169,74.14,3,836,18
60213,47.57,5,15,1
48333,78.97,1,749,48
41394,62.63,3,0,0
48349,74.88,4,17,2
66169,60.3,3,0,0
61947,74.29,5,737,18
50803,73.74,5,738,4
43225,73.62,13,710,3
73424,44.3,3,706,38
49962,76.89,4,615,15
65095,84.32,13,0,0
44849,70.63,6,627,33
49078,85.45,6,737,22
66169,73.12,13,0,0
62213,84.57,8,612,8
47987,74.99,6,15,0
20134,52.04,4,0,0
50078,63.75,4,0,0
57400,84.98,14,0,0
54159,84.98,18,723,46
55259,84.8,6,0,2
63013,84.28,8,629,68
49962,80.89,16,484,36
92535,55.57,7,0,0
66382,61.3,13,0,0
41394,54.32,1,0,0
54513,87.14,7,359,27
56013,89.19,6,0,0
45349,59.24,4,0,0
47349,65.31,4,0,0
39439,56.74,14,0,0
60933,82.57,7,0,0
56013,85.03,11,15,1
66769,74.87,8,0,0
68382,55.12,4,707,15
70817,89.81,3,0,0
57259,61.64,7,300,47
50743,79.11,18,0,0
55000,69.5,2,15,2
57013,88.39,5,0,0
52279,79.28,9,825,13
53578,88.47,1,706,15
54213,89.75,4,0,0
62547,84.89,4,825,7
71123,66.91,7,0,0
64882,65.56,3,0,0
53959,77.29,9,681,3
44049,71.41,1,718,60
68669,73.63,7,0,0
57321,85.0,4,0,0
43949,73.97,6,660,11
51550,84.0,4,762,25
54159,84.89,6,300,0
63197,82.88,4,0,0
31524,74.74,9,0,0
69517,87.52,3,679,11
56921,79.8,6,16,29
39370,74.39,3,344,17
60947,88.76,9,300,65
50742,68.56,13,0,0
48849,66.11,3,300,89
72217,89.89,3,17,0
68387,74.53,8,588,21
58559,83.29,17,0,0
43617,79.9,6,691,21
67082,79.54,6,0,0
76051,74.2,4,0,0
52803,78.34,3,0,0
55784,80.96,6,0,0
78079,75.96,13,300,65
32094,43.25,8,819,12
62213,89.47,11,670,80
48283,74.85,4,0,0
74123,68.8,13,0,0
55259,83.83,2,825,6
56959,85.21,4,0,0
52478,77.14,4,0,0
33484,78.39,3,694,25
63829,71.92,7,0,0
63947,93.64,8,825,7
46945,73.48,18,0,0
48849,80.67,11,0,0
65882,85.0,4,0,0
67000,89.91,4,622,95
60933,89.61,7,763,9
49349,75.4,6,738,4
47849,72.79,15,0,0
55759,79.58,6,0,0
50803,74.37,18,0,0
49303,86.67,6,737,19
89044,89.46,4,774,29
53303,89.6,16,640,33
51122,84.53,6,648,128
53394,82.94,10,825,6
95290,55.09,4,0,0
54400,82.92,14,18,9
47349,70.06,3,0,0
44749,69.62,6,738,24
60213,88.8,8,0,0
39639,69.4,1,0,0
72123,74.78,6,824,18
48849,76.1,18,0,0
57013,56.3,7,0,0
33334,56.78,6,547,86
49703,81.41,6,0,0
40503,55.81,3,0,0
55259,62.27,3,0,0
73123,78.05,9,0,0
36581,59.13,1,708,27
49303,67.56,7,574,41
49300,78.77,16,615,8
56513,79.85,13,663,42
59347,86.01,6,763,5
64469,84.73,9,738,25
50303,79.69,14,0,0
54119,60.51,13,511,14
61863,79.91,3,726,16
49069,88.91,18,763,6
41994,69.79,6,585,39
51303,53.71,12,0,0
51878,74.42,3,15,1
47349,70.95,3,0,0
71317,74.98,8,300,0
55413,62.82,13,0,0
91755,72.17,3,0,0
96299,62.78,4,300,57
52078,80.35,4,763,16
95125,79.95,3,0,0
66669,74.43,5,0,0
28481,47.62,4,749,23
46364,79.11,4,830,25
51803,82.96,14,0,0
66169,88.55,9,832,3
73317,85.23,4,17,2
54078,82.57,18,0,0
42310,56.9,12,0,0
50803,62.8,8,0,0
69357,82.55,13,0,0
59627,85.0,6,683,26
52303,69.73,9,0,0
64882,74.21,8,0,0
78386,69.04,3,0,0
48849,73.53,4,0,0
49078,70.83,4,733,37
57763,89.39,11,0,0
61447,80.77,4,0,0
52303,77.94,4,680,21
59047,84.93,2,0,0
79186,82.14,4,300,23
27629,52.54,1,0,0
61200,82.58,14,0,0
58259,88.55,6,0,0
69068,79.41,3,501,61
46849,73.23,18,0,0
42844,64.71,4,825,6
46849,65.45,3,0,0
48349,64.12,3,0,0
62300,79.48,4,825,19
43911,65.84,12,582,37
54213,77.73,18,737,4
55213,84.95,13,0,0
39644,67.9,4,0,0
55659,81.99,6,0,0
41544,69.09,9,608,42
53578,81.86,14,0,0
48978,89.99,4,737,21
68117,89.71,9,0,0
55523,34.17,3,738,7
81986,74.76,13,0,0
53523,76.65,22,0,0
69123,72.86,1,16,25
80686,73.71,3,0,0
54259,88.15,6,0,0
60997,84.95,9,708,40
50508,70.58,13,15,0
63362,85.0,3,0,0
94914,69.19,4,300,0
56509,64.79,4,0,0
81186,88.03,4,0,0
47473,72.6,9,719,31
37439,61.05,3,0,0
61347,65.76,13,710,18
63939,72.22,4,679,24
55813,89.98,6,772,33
95899,57.29,7,0,0
59159,84.26,4,0,0
58947,87.05,3,0,0
61347,84.65,4,417,16
51303,74.74,18,0,0
50303,83.28,1,17,2
51378,88.18,11,0,0
63213,81.08,3,0,0
31027,55.19,11,738,7
50473,74.43,13,0,0
54159,74.97,4,15,37
44394,58.78,14,832,7
54412,77.39,4,0,0
45617,82.63,8,602,74
63737,85.0,13,562,12
51078,74.42,3,0,0
53813,89.8,4,783,57
39894,79.6,6,783,18
28529,73.36,9,0,0
50803,88.28,4,16,37
46049,70.73,6,0,0
49603,89.72,11,0,0
60453,79.07,3,708,6
46869,66.14,4,0,0
50681,43.58,13,0,0
60487,80.18,6,705,62
54213,80.28,14,433,34
40410,60.41,8,714,21
37139,57.2,5,0,0
49319,79.0,13,0,0
49303,75.76,7,0,0
56985,74.0,13,0,0
49962,77.73,9,688,14
37739,71.99,6,0,0
53078,74.92,13,550,16
53703,62.57,4,0,0
51712,84.44,6,743,56
49263,79.25,13,0,0
47273,79.07,9,300,29
56513,84.19,13,825,25
50578,76.41,6,0,0
69169,77.8,8,17,2
52303,79.42,4,694,68
33861,56.5,6,0,0
79484,76.18,4,825,7
66583,72.49,4,0,0
48349,79.37,6,738,13
57013,88.65,4,0,0
43849,77.6,1,0,0
38939,60.33,5,742,31
54659,73.98,3,709,16
48349,65.33,7,0,0
37039,54.08,13,0,0
42794,63.77,6,825,15
57259,84.39,14,0,0
72817,79.83,4,585,47
58259,84.84,9,300,80
56213,83.72,6,684,45
65882,65.21,3,0,0
66002,83.78,3,0,0
54078,66.66,13,0,0
39194,55.98,6,0,0
51603,77.53,5,591,40
52603,81.83,15,825,6
43849,77.39,2,725,19
42394,61.78,18,774,24
66882,68.46,3,0,0
76679,80.68,3,706,25
35439,78.13,17,0,0
49503,74.67,1,0,0
62843,77.66,17,300,17
55259,81.89,6,783,23
51703,89.85,6,0,0
46599,73.75,9,474,7
75079,70.01,3,0,0
41894,68.12,4,14,21
49403,78.52,4,0,0
47349,74.47,3,0,0
50600,74.96,8,738,6
90455,79.74,2,0,0
62537,90.0,3,583,69
57800,87.41,11,660,54
46040,74.31,12,0,0
50078,83.41,4,0,0
55513,87.87,10,501,90
46640,57.98,13,0,0
50078,68.93,3,508,46
57059,87.23,14,0,0
57959,79.95,9,398,30
58973,80.85,6,730,36
38439,63.69,3,18,68
68832,63.52,3,707,14
53659,86.71,6,0,0
52503,79.04,15,0,0
73678,86.23,8,620,40
64532,87.11,10,0,0
82479,72.13,5,665,23
69817,74.61,3,676,133
59313,84.99,8,763,5
46145,77.9,3,0,0
69317,69.87,13,0,0
50303,84.35,15,749,47
63947,79.16,13,0,0
53013,77.43,13,536,69
59347,88.56,6,825,6
51603,81.8,6,625,9
46945,68.59,13,0,0
53053,79.18,14,0,0
49349,71.45,14,0,0
52578,87.24,6,454,41
51078,69.08,3,0,0
28640,42.02,13,0,0
46799,59.73,3,0,0
59447,79.35,6,628,12
50653,76.75,11,758,24
69217,74.97,13,0,0
50103,70.24,6,0,0
56913,58.48,13,14,5
52703,82.29,6,728,16
61647,57.07,12,0,0
41210,60.56,3,0,0
34225,74.9,5,0,0
46777,79.99,6,0,0
58659,80.76,6,687,69
53303,82.29,5,0,0
43394,73.6,3,0,0
54259,88.19,8,459,10
67382,87.91,4,738,6
51653,78.02,15,836,27
34739,52.69,18,0,0
46249,73.08,6,726,14
55799,85.62,9,300,41
58000,87.49,14,0,0
54659,89.99,6,300,1
57409,88.96,18,0,0
58413,88.34,6,0,0
27529,39.1,3,0,0
65669,72.78,14,0,0
54849,67.71,3,0,0
45349,79.02,3,0,0
32761,79.37,15,0,0
45394,46.49,5,706,3
39694,64.25,9,626,39
49578,79.06,16,609,31
67882,67.11,3,0,0
69857,79.51,6,708,12
41194,72.24,1,680,29
34689,34.46,10,0,0
76079,74.1,7,825,25
57313,74.7,4,591,68
51303,74.92,8,740,59
36239,50.47,6,0,0
55684,61.96,12,0,0
59059,81.63,8,0,0
50020,76.71,4,633,57
60671,89.45,4,691,36
45087,51.21,4,636,44
39894,68.88,18,732,82
60947,77.5,4,330,142
64782,89.94,3,0,0
73123,80.64,3,300,75
62847,79.88,3,810,5
37439,56.22,13,0,0
53078,79.75,3,0,0
53078,73.86,14,0,0
48849,79.66,16,0,0
47600,66.62,12,738,25
48349,76.22,1,435,23
115418,68.84,15,0,0
36639,58.02,6,709,30
44094,72.74,6,816,70
62849,40.88,3,796,45
47349,73.56,15,300,140
68779,89.99,19,0,0
49000,66.36,8,687,29
28864,74.83,4,0,0
61447,81.83,13,641,50
57287,83.11,9,0,0
57313,89.49,6,0,0
53084,79.62,9,0,0
43894,70.86,16,681,6
61593,85.0,9,618,78
57659,83.21,4,0,0
35439,46.42,3,0,0
56800,73.15,4,0,0
69900,68.31,3,0,0
60147,89.9,11,578,73
47773,65.38,3,0,0
52903,81.29,6,624,55
36439,54.95,3,0,0
47349,55.79,14,0,0
67410,85.0,3,0,0
54459,73.52,5,622,10
51153,77.72,4,762,35
42794,65.4,4,0,0
31984,65.3,15,0,0
55513,82.4,5,0,0
38839,79.38,8,0,0
66669,79.88,9,18,16
51978,74.12,13,737,10
74200,74.81,14,0,0
51723,74.56,12,0,0
49145,67.54,3,0,0
45879,76.77,6,0,0
56035,85.0,13,0,0
42394,78.57,2,520,6
58513,89.72,4,0,0
61947,69.07,13,14,5
59563,85.0,4,0,0
59447,89.96,16,603,7
55709,77.0,13,717,52
47729,66.39,3,0,0
51703,77.34,6,0,0
104500,63.0,14,0,0
73123,87.08,4,790,18
97490,84.89,4,0,0
58973,73.33,5,710,6
54613,82.12,9,0,0
47849,70.9,15,18,45
52878,72.95,3,738,5
46649,67.14,11,0,0
38439,62.35,4,429,11
40394,62.72,6,783,127
52703,85.04,6,0,0
60703,79.99,4,0,0
42894,66.43,13,0,0
62347,89.33,4,0,0
61947,89.36,4,15,2
64013,89.57,19,496,29
53303,79.09,6,0,0
82033,74.44,7,0,0
46649,70.11,14,300,24
62327,74.25,4,0,0
63213,89.88,6,753,29
54259,70.18,3,0,0
71800,83.71,8,655,69
49349,76.67,6,420,43
57000,85.85,14,0,0
48855,74.39,12,0,0
63647,87.7,4,0,0
70581,75.0,13,0,0
51478,75.3,4,825,8
48349,47.6,6,615,7
48772,70.79,4,756,23
44755,63.94,13,0,0
69517,89.69,9,698,15
68169,79.95,3,0,0
69023,68.95,9,0,0
60813,78.9,4,749,19
55343,81.99,3,614,82
72817,64.88,3,0,0
70717,90.0,4,749,66
58259,86.13,6,615,11
58259,68.28,5,0,0
63709,84.99,4,0,0
56759,81.83,9,825,24
44849,78.56,4,0,0
42786,66.41,18,0,0
33484,36.68,3,0,0
63700,85.0,8,646,30
68869,78.4,8,300,116
46349,48.73,17,726,38
48849,84.84,1,783,74
52078,73.12,3,0,0
61947,88.88,8,737,12
54373,78.7,4,0,0
59947,89.74,19,0,0
54373,75.54,3,0,0
84620,73.84,3,0,0
62213,80.3,4,16,7
58213,89.9,11,0,0
64013,81.99,4,0,0
69317,53.67,13,464,27
53759,69.11,3,572,46
58493,84.17,9,719,26
45849,78.97,3,0,0
61213,89.86,4,15,2
57759,70.0,7,344,21
